model,vs_baseline,loss,dm_statistic,p_value,mean_loss_diff,better,n_obs,note
arima,zero,squared,1.4865900631158142,0.13716685175917603,0.0006614603798941873,b,7209,
historical_mean,zero,squared,24.416450838177614,1.4161827548382896e-126,0.09044272634323455,b,7209,
lightgbm,zero,squared,-0.4361057700705933,0.6627730516039981,-0.00022303338575974118,a,7209,
lightgbm_per_asset,zero,squared,0.9116097927687686,0.3620046514266292,0.0005004540146441711,b,7209,
majority_class,zero,squared,3.744296587790791,0.00018230878298236664,0.0004245138892455104,b,7209,
persistence,zero,squared,23.23144102342304,3.43922074323594e-115,0.06524241234502201,b,7209,
ridge,zero,squared,2.278702793928173,0.02271385685055371,0.001626931696264981,b,7209,
ridge_per_asset,zero,squared,1.2164444335360056,0.22385549770808286,0.0007598199574697338,b,7209,
